@RELATION teste2

@ATTRIBUTE value1 NUMERIC
@ATTRIBUTE value2 NUMERIC
@ATTRIBUTE value3 NUMERIC
@ATTRIBUTE class  {1,2,3}

@data
3.3671596,3.6645857,-3.810838,1
3.0369462,-1.5286885,-5.3760265,1
-1.1634866,4.495622,5.1282904,2
1.6907088,3.5479047,2.7082192,1
-2.9554617,0.56398954,3.0812347,2
4.8807049,-4.2960429,-1.5834056,3
-1.306598,3.6471315,0.60067723,2
-1.7441701,1.4899162,-0.71542286,2
-0.37541217,4.4819235,-0.44502132,2
-1.8203663,3.9436491,4.7556629,2
1.0654494,2.8078279,7.4533854,1
-1.82519,-0.49162826,6.8814107,2
3.1753582,0.88698225,3.414477,1
5.8037616,-5.9345023,-1.7931415,3
5.47568,3.9547061,0.94947164,1
5.334028,-3.5022321,-9.528049899999999,3
2.8509675,2.3073311,-0.77902661,1
3.392711,-7.7828407,-6.3521927,3
-1.3473234,3.4041549,7.9665584,2
-0.68738663,4.8299188,6.8383973,2
4.7783764,1.6262135,5.022376,1
-2.2703603,4.3001773,3.1250725,2
-2.1545601,-1.5722956,4.8936344,2
-2.6528097,-0.055384364,-0.6756711399999999,2
6.5251699,-5.4714418,-0.9074505899999999,3
-1.8942724,-1.5371791,5.8939939,2
-0.64768635,2.6107629,3.9016497,2
3.5937744,2.3523254,1.3408765,1
3.7064544,-5.4060216,-0.75892337,3
5.5176911,-5.2551367,-4.4174923,3
-2.111762,6.3787989,-0.73028075,2
-3.0786682,0.64316785,4.6674896,2
-2.9564818,4.6781416,6.7848709,2
-4.0396161,-1.0720613,8.109083399999999,2
3.8933775,-7.6531854,-3.0909138,3
2.6026247,1.887109,-1.1686503,1
2.1240151,1.5428371,4.0988091,1
-2.5255775,3.400961,3.462629,2
6.4436421,-6.7532014,-6.2917861,3
4.7380208,-4.8753668,-7.3119676,3
3.134353,-9.048054499999999,-2.5000025,3
4.5009027,-8.287927399999999,-5.4061221,3
3.8047968,-7.664009,-4.6102043,3
5.9227025,-5.0639752,-9.762194900000001,3
6.2707994,-5.1592248,-6.3762173,3
3.3277891,-7.0029765,-1.2583225,3
5.9317052,-1.7704592,0.35074265,3
2.4902641,3.620839,0.51037818,1
-1.3102621,1.3149576,2.816405,2
-1.4221042,0.44499743,4.4373582,2
5.5900607,-4.2432943,-8.6036099,3
-1.2549142,-0.049327832,3.2158204,2
-1.6636073,3.1806759,5.6251363,2
3.776593,1.9989326,-0.041324113,1
-0.5260201,2.9618165,1.3774662,2
4.1168202,4.4152506,-0.4928764,1
4.7785386,-5.5158182,-7.6826743,3
-2.2426644,2.5772444,11.327026,2
5.174976,-0.90539808,-3.4241918,3
3.2056135,5.4647204,1.5418764,1
-1.8926909,2.4558973,5.3169736,2
5.0149327,-7.4669641,-3.8710595,3
4.1707176,-6.590456,-2.8372026,3
-2.4770254,-0.60955426,2.9830043,2
5.5698582,-4.9257187,-1.7084102,3
4.4524329,-4.1591852,-8.0062339,3
-1.4812225,1.6396991,9.572143499999999,2
-1.1009493,1.7801397,2.4074818,2
1.0259666,1.5262273,1.2302315,1
-2.302352,0.84370835,4.0909036,2
4.5505449,-7.9073253,0.90692175,3
0.88411163,-2.0120588,1.6683093,1
6.5951121,-5.087111,-7.8536354,3
-1.1035416,4.6965264,7.0722377,2
2.5878251,2.2934147,-5.5262861,1
4.1695493,-7.1292373,-5.3861708,3
5.7020974,-5.9768288,0.88377516,3
3.0177969,-6.6319898,-4.0151194,3
3.719062,4.9169541,-0.64918647,1
-0.97339056,2.3500157,3.3822022,2
6.0234195,-3.3893289,-9.0245465,3
-3.151625,-0.12309718,9.752281,2
2.1139923,2.2662072,-0.47082742,1
6.459015,-7.1033526,-2.9324815,3
6.4302811,-4.4136053,-5.0773303,3
1.6914596,1.4174112,-2.0618927,1
4.4664551,2.0994367,-1.632342,1
-3.3542586,2.351162,9.7797657,2
4.2351192,3.0201945,-0.06633475699999999,1
6.5984244,-7.1662782,-10.559161,3
5.6182518,-6.9011572,-3.2088114,3
4.4140431,-0.75004259,-3.2371999,1
5.8534219,-7.3821486,-3.9480257,3
3.1374079,2.9208628,5.3839244,1
3.345974,-7.1426006,-1.2251257,3
-1.2388162,3.4923971,2.0389957,2
-1.2220022,2.4808183,3.9826913,2
2.9476557,0.18426793,-0.87005551,1
3.2609184,-6.9782156,-7.440148,3
7.2647832,-6.3181649,-7.7178067,3
-3.5428862,-1.7747344,3.5870198,2
-4.69583,0.36868875,8.568293799999999,2
-1.228689,4.9224214,9.1750604,2
4.68472,3.5084611,-0.51461198,1
-0.96252369,-1.7076045,4.7921135,2
1.2270796,0.7791203,2.5873236,1
-0.22617448,-1.9041557,10.028887,1
1.8720964,3.8155351,2.0254788,1
6.5119879,-4.3480975,-8.794421399999999,3
3.8255811,-8.1067371,-0.25109823,3
-1.6387538,3.9314954,6.7871268,2
-1.6560941,4.7598503,6.2987732,2
4.3068195,1.3548894,-1.9669736,1
5.6196791,-9.074623900000001,-5.713854,3
-0.52283696,6.2922634,3.6350434,2
5.8577514,-4.9925681,-7.9848976,3
5.8826924,-1.1307353,-6.1044051,3
-3.4922549,1.8246136,2.4510866,2
3.6598511,-7.6390917,-3.623888,3
-0.78550301,3.1413004,6.5947749,2
0.44204893,4.8217156,2.8683336,2
5.2093162,5.1577266,1.4176438,1
2.2317821,-7.9170846,3.6485314,3
0.46456939,3.3387872,3.3241231,2
0.77066554,-0.22353443,0.38427435,1
-1.8216872,-1.5232662,0.53796676,2
6.0963699,-3.6120403,-9.1261384,3
4.5792308,-4.1897545,-1.2023651,3
-2.9536068,-2.1794989,8.9627476,2
-1.9348944,1.7695089,3.0269792,2
4.1713274,2.7224635,-2.3647009,1
2.4349905,1.3039396,0.7875381,1
-2.724676,3.9443459,12.200785,2
7.0103309,-5.4996413,-6.7148726,3
3.6705157,4.6170132,-1.5934512,1
2.6446795,3.2910258,-0.14185838,1
-1.6591488,5.2171512,5.789296,2
-3.9339019,1.6034852,8.334632900000001,2
-2.612752,-0.92074128,5.530487,2
-1.9595765,3.6800821,9.349752499999999,2
1.8925093,-0.78865504,2.6901976,1
3.5578625,-6.9477356,-1.7749803,3
1.5107855,1.3740174,6.0506431,1
-2.8084926,-0.10973446,9.224559899999999,2
3.0721687,-0.13951549,1.4870338,1
-3.4769703,1.316404,2.5042163,2
1.1920232,2.1759945,6.7604276,1
-3.0318708,3.0611233,10.066174,2
4.9793582,-6.1702247,-7.4604157,3
4.7943354,-6.1244987,-3.782143,3
3.741704,4.1719179,-3.6467407,1
2.4383637,1.2356308,-0.35087851,1
-0.76005254,3.2237011,-1.0552309,2
2.4671932,2.9704424,-6.5462347,1
-2.8548356,-0.9963187999999999,9.1082579,2
3.2017672,3.743885,0.71644337,1
3.2846561,2.2062367,-3.6627882,1
5.1281552,-8.5829398,-1.2807101,3
-1.5011187,2.4207793,4.4735563,2
5.8201525,-10.352964,-5.833296,3
2.8879661,-6.6509149,-0.16348564,3
3.8944734,2.3440014,-5.2054715,1
-3.5870291,3.3763915,3.065667,2
-2.8248477,-0.21785601,7.5036126,2
3.1195083,1.6181115,3.6928583,1
0.87240786,0.32654673,2.5712208,1
4.676964,-9.5474263,0.078713088,3
-0.55666693,5.1229686,2.5260019,2
-0.58013191,3.8721485,1.4993448,2
-2.3221021,6.0399269,7.1295871,2
4.5560415,-4.0095243,-2.2435481,3
3.6485238,-8.601813699999999,-1.6692914,3
3.3245839,-12.325852,-3.0483582,3
5.0087107,-8.8064543,-2.8281009,3
3.0166282,-1.166735,-0.75706027,1
2.3860469,1.9371934,-0.08637044000000001,1
3.896913,-7.1829887,-3.2697457,3
4.639122,-5.6542247,-5.3157183,3
-2.4708568,2.8850157,4.7664087,2
-2.402347,0.80399157,4.4876418,2
-0.13610246,2.8272628,4.4038502,2
5.7940332,-8.517106200000001,0.07969656899999999,3
3.8983606,-7.1555504,-7.8033232,3
-2.9737995,3.3905693,5.2696632,2
-0.609194,4.7516811,7.5368366,2
5.6752588,-0.63051727,0.15660271,3
-2.8334436,-0.12886838,11.141799,2
-2.2375803,-0.062593013,6.7916641,2
-1.0620979,1.754576,3.408802,2
4.5937278,-8.7858839,-5.4718084,3
3.219711,3.6261156,0.17616441,1
3.082937,3.517669,0.10650074,1
4.8111476,-5.8640652,-0.03914958,3
6.8476754,-7.4589397,-9.8512778,3
4.4610341,-6.6241907,-1.1534273,3
5.2176292,-4.8941336,-0.18601725,3
-3.5019939,-0.33685146,0.62637521,2
4.7862163,-9.216087099999999,-5.755524,3
3.0623143,2.2140898,-1.5642754,1
-1.5443803,-1.2436995,2.8683583,2
2.1264278,-1.5829034,5.0318715,1
5.5954949,-4.2655865,-5.5093368,3
2.7049759,3.4505537,-0.394829,1
3.0108898,3.3938964,2.6132445,1
5.9098222,-3.2587484,-1.7589092,3
2.3634268,-0.269551,-0.12352595,1
1.7003559,3.9258883,3.5641982,1
4.7029174,-4.7267283,-8.203438999999999,3
-2.7600359,2.9602436,11.329481,2
6.0970833,-2.9750325,-9.5604248,3
-3.6846717,0.86418872,4.7690588,2
-1.899056,2.1513859,4.4446158,2
-2.7435286,-0.5162628,9.226060500000001,2
2.5350601,-0.52261369,-2.6146592,1
-0.15057746,3.0329868,1.1859182,2
-3.8337569,2.3658911,6.8873176,2
5.7742173,-6.3052556,-4.5951678,3
-2.1566883,1.1826507,4.1883942,2
4.4916948,-6.0618796,-3.0521166,3
3.3590086,-0.35985208,-2.2339593,1
-0.89403584,3.0041957,-1.1658132,2
-2.5547755,-0.69002201,9.257112899999999,2
3.7982219,3.6278864,0.60122191,1
-1.3227034,1.5617428,4.8205499,2
5.4785996,-6.6995858,-5.8362248,3
-1.4776178,6.2961666,4.9074544,2
2.8351007,3.3446343,3.6589427,1
6.8380441,-6.3600287,-3.0755745,3
4.4529666,-7.1124899,1.672963,3
5.6360079,-9.6841116,-5.4160332,3
-1.4965546,1.4064203,3.3676344,2
-2.2824217,2.484712,0.58603167,2
5.6708461,-3.6750964,-8.320188699999999,3
3.6968781,-4.8091399,0.065169239,3
-0.81807958,2.4233861,3.5388521,2
3.9950326,-7.1165513,-6.4289948,3
5.9084906,-6.692323,-6.4052462,3
5.7039681,-7.6319533,-6.1168803,3
1.3250659,0.80083869,3.537606,1
-1.0604577,4.1974268,-1.7851941,2
4.8747303,-5.3180206,-3.9553431,3
5.0321993,-6.6158686,-3.8222199,3
1.8749695,-0.12370141,4.0543761,1
5.3423099,-5.8602663,-4.8300099,3
-2.5623648,3.7923723,3.0020679,2
5.1966732,-9.426909500000001,-4.77688,3
3.1462306,0.22226942,3.0422311,1
-3.7366847,4.3093022,5.072924,2
4.9150553,-4.4787252,-9.889721,3
2.5305996,3.1418053,2.0845703,1
3.0033474,1.0498738,2.409815,1
4.8120302,-3.9350189,-3.8166661,3
3.7027726,0.29390328,-0.33733942,1
3.5468116,2.1613149,0.56679339,1
4.9882247,-8.131324899999999,-4.8858326,3
3.6639284,2.0820387,6.2054082,1
-2.3930661,2.7702642,8.8807806,2
1.2420916,-0.96438013,0.24825027,1
2.6745938,4.1009497,3.7826613,1
3.2590008,-0.067779665,-3.4685837,1
-1.6397959,1.4201701,1.6043161,2
5.5322776,-4.4586218,-2.7012815,3
8.0554501,-1.8598623,-9.149471800000001,3
3.8999703,-7.1350483,0.13509072,3
-2.2087094,0.477896,5.9123421,2
4.1631304,2.6389279,4.4874034,1
5.1204779,-7.5166106,-4.0249731,3
2.4655036,2.9746322,5.0452578,1
3.234626,0.4648135,0.43082821,1
3.4570687,5.2307927,-0.62548523,1
-3.0207014,0.49060647,7.2092862,2
-2.7975284,0.31593139,5.0823507,2
-0.82250329,3.7854331,5.4735881,2
4.6119357,-6.6961656,-5.0965395,3
2.0607424,1.6387424,3.9146031,1
-2.2836074,3.07099,7.9158223,2
-2.4934889,-2.2210269,0.20993732,2
-2.0580468,4.4614684,6.3265161,2
3.0425053,4.5244585,-3.4846225,1
1.5784804,2.4930011,0.16836755,1
4.4968956,-8.9012745,-3.2121871,3
3.7049396,-9.9706273,-9.1112632,3
4.8284337,-7.1739153,-6.2506071,3
-3.3830046,0.48815408,5.4478385,2
3.9351029,2.7351964,-2.4979926,1
4.7138618,-6.4973934,-3.9333871,3
-2.9002134,-1.2438519,7.6262933,2
3.5401015,5.7972512,-0.43287215,1
-1.3086165,2.1310865,5.2419,2
4.9365166,-4.3167287,-1.7174386,3
1.8848905,-0.54061676,0.53577176,1
-1.7600213,2.5382052,-0.14645241,2
5.8362985,-5.4170203,-6.1570718,3
3.0914943,1.829018,1.1123659,1
-1.9246994,0.56450796,1.2093846,2
3.0564947,2.7045279,4.9194646,1
3.7094946,-9.226184,-6.3602236,3
6.3289695,-6.1374523,-9.234149199999999,3
3.5893967,2.6622584,-0.6620312900000001,1
-2.1389204,3.4790874,4.5658461,2
3.4878896,5.106393,-2.0781866,1
4.2675294,-5.9562417,-0.5779289,3
-0.88707129,4.652668,-2.3712367,2
-2.7591263,5.3267684,4.4593043,2
5.4394486,-3.3446446,1.8598788,3
5.1945073,-7.3545052,-2.6747821,3
-1.5069985,1.512539,7.5255079,2
4.6257141,-6.4006743,-1.1928522,3
6.4718787,-5.1531903,-8.8838185,3
1.9204805,0.35376748,-1.7573689,1
-2.0308701,0.032659667,4.8105706,2
5.0255161,-9.1293959,-10.44589,3
4.79792,-7.9155003,-3.8551619,3
2.8900064,1.662413,0.13591523,1
5.4255574,-6.3840141,-1.5592841,3
-4.2720458,-0.26498783,7.7642604,2
2.808459,1.6646326,0.22375715,1
-1.8471522,-1.785419,8.530825800000001,2
-2.3273786,-1.8474312,4.2609159,2
-1.0982883,3.3484859,5.1525965,2
5.7029078,-6.5795417,-6.7597401,3
3.9140128,0.40262084,-2.1829139,1
3.8712836,-8.7283556,-1.751263,3
4.3026705,-7.5359696,-2.7741191,3
1.4981963,-1.6817328,0.010950343,1
4.4692869,2.8585927,-2.9860955,1
-1.5805914,1.341547,1.6189135,2
3.1824859,3.8161951,-1.5587528,1
4.1317478,-6.6100615,-6.152527,3
-1.8615088,4.5808385,3.9385735,2
5.4682823,-5.3601346,-4.1682139,3
3.5404782,-9.0771824,-0.78173784,3
-0.22299309,4.9195462,0.86998022,2
4.5144576,1.6637778,-3.1091592,1
4.7142249,3.8286773,-4.7967253,1
5.9462281,-5.2845282,-3.8934105,3
-1.8578673,0.047946588,6.9595614,2
-1.0251173,2.0778883,6.9903177,2
1.0655066,-1.4522822,2.2299395,1
3.6385124,1.3697254,4.3642429,1
-2.4313598,2.889426,8.710840299999999,2
5.6110418,-2.7792562,-3.0304695,3
-3.0645076,0.75332327,7.8545796,2
1.4538039,2.2380772,4.9021659,1
-3.4198088,-0.29780152,7.6154337,2
-1.8252722,-1.2232859,5.4089777,2
3.5756674,-8.727234299999999,-2.4491921,3
-1.027044,3.5205857,6.7930948,2
3.3088603,-7.424165,-4.8215828,3
4.0232649,-6.5485917,-4.3424411,3
5.4559502,-8.066537500000001,-10.000099,3
-1.3717748,3.4345706,2.1962043,2
3.1652337,0.21971333,2.6620036,1
6.9184128,-4.1959114,-3.6021298,3
-2.1456085,1.6136175,7.7070332,2
5.0522803,4.0995863,-2.5368276,1
-0.40799016,3.3796985,5.537281,2
0.5049936,6.640007,4.9147541,2
4.2423865,7.884785,1.4612688,1
4.8177357,6.8980462,-2.4872709,1
6.2616738,-8.111077399999999,-7.0058266,3
-1.872643,2.3104717,-0.457562,2
5.3334183,-6.026832,-3.6131756,3
2.2010648,1.6168628,0.077493797,1
3.5800261,0.97272787,3.5584424,1
-3.3708201,-2.8616156,5.1088927,2
4.3321959,-6.6048794,-2.6006495,3
3.9955477,-8.436070000000001,-5.8560815,3
5.9138295,-5.5502234,-9.4868895,3
2.0476879,-0.08679085,-4.519192,1
5.9648475,-6.7961812,-3.6221949,3
-2.4227411,1.665857,4.7880271,2
-3.0320646,0.80465604,2.5359577,2
3.941247,-5.0671402,-3.1437138,3
-3.4196932,-1.4937243,5.7966738,2
5.7247146,-6.2290794,-6.6883319,3
6.056887,-6.8158564,-5.6846428,3
2.9403902,3.0467816,-1.0072963,1
-3.7643025,3.0773792,10.174227,2
-2.1144545,0.76538789,4.6275656,2
2.2688329,-7.8860739,-5.3359013,3
1.3403358,2.8352103,6.6158694,1
-3.1805665,2.228892,7.5411879,2
4.1580228,-6.0156015,-1.6279609,3
4.1252111,-6.8163785,-2.5276154,3
-2.03138,4.4156982,8.766329600000001,2
-0.43632985,2.5731364,-0.36318763,2
3.3353695,2.7053657,-1.2267839,1
6.579335,-5.1826605,-9.651565400000001,3
4.9335574,-3.1538908,-4.7828603,3
1.6462678,2.6417228,5.4019973,1
-2.8260454,1.0547857,5.7267541,2
6.0636374,-6.1756089,-5.0701214,3
-3.1916955,1.3130633,6.651291,2
3.1193008,-9.209153199999999,-4.3724939,3
5.540985,-5.4884071,-5.4219014,3
-0.12980441,3.8642616,6.3300751,2
-1.8300887,1.6281545,2.3698545,2
5.0941916,-4.7283222,-4.0251547,3
4.7556841,0.30906424,-1.7824439,1
-1.5187498,-0.66817393,7.360493,2
3.8269587,4.8765094,-2.5660032,1
4.3712475,3.8040376,2.3606717,1
3.5199382,3.4931927,-1.6520932,1
-2.1076915,3.3375671,4.0281605,2
-1.1792735,1.7034881,5.558214,2
3.418838,0.65043777,0.73350379,1
2.727137,0.29230944,-1.4289108,1
4.9004632,-7.0355686,-8.479952000000001,3
2.4126459,2.0940765,1.9933752,1
-3.287703,-1.2110351,4.2685006,2
-1.5993669,1.4165521,9.6333652,2
4.4874996,-7.9577533,-7.4772702,3
-1.7659079,3.5962682,6.3711509,2
-0.86000385,4.0275062,1.8193654,2
2.6014651,0.020306535,1.4632217,1
4.6623936,-9.068367,-1.7971565,3
5.6615492,-2.7029875,-2.376732,3
4.4714896,-4.7184606,-1.9489626,3
3.6255276,3.5806754,2.560777,1
-2.7522786,1.3289542,-1.0279998,2
5.5699354,-3.0309858,-2.8994904,3
3.6436603,-0.048668591,1.6072111,1
6.1092236,-6.8114819,-3.3251076,3
-3.1875521,4.0231232,6.9244511,2
2.9918609,-9.7512501,-4.3791322,3
5.87245,-0.56530264,-4.766835,3
0.48191061,5.3827963,4.4578129,2
4.3211251,-6.2896203,-3.8078283,3
2.0488359,1.2868578,1.2968868,1
-3.1639995,-1.9489408,1.9119354,2
2.9566346,-0.50038285,6.250567,1
-2.5162089,0.65117481,5.1855927,2
2.489984,-1.5814982,0.12575527,1
-2.5312079,0.46938026,8.4299342,2
4.0460306,-8.1916242,-4.0789332,3
-1.9796526,1.1822892,-2.3089553,2
-2.1962391,3.0427746,2.3508012,2
-2.9989676,-0.3226736,2.7816216,2
5.6002348,-0.54794934,-3.4745034,3
3.6465577,2.400308,-0.55851638,1
-1.9073606,3.1402734,5.978887,2
4.8612655,-7.3753621,-5.9223131,3
4.1711077,3.4250778,-1.7621135,1
3.4954855,-10.588848,-4.3962128,3
-0.24030842,5.4901395,2.5264731,2
3.2585349,-7.6015206,-5.6367343,3
5.7251418,-6.2240878,-8.671845299999999,3
5.4026872,-8.837061800000001,-3.1959966,3
4.7808582,-7.5769497,-2.565187,3
4.135427,4.8902504,-2.9256445,1
3.7636154,4.3278322,1.2472994,1
3.7142251,-9.522591500000001,-3.9112498,3
-2.7720719,0.8890429,8.079888800000001,2
-3.4095684,0.29091245,5.0205971,2
-1.7703749,-1.168624,-2.349499,2
-1.5906817,2.0170812,4.7315754,2
3.5588059,-9.635100400000001,-2.1873247,3
4.5436984,-8.4909888,-0.9275721300000001,3
-2.0719173,1.7879732,1.9354096,2
2.8762532,6.5578103,-0.92965663,1
3.5899067,-9.4493805,-3.8297869,3
3.875626,1.4460028,1.8997369,1
-2.1088083,4.3217041,-1.5127238,2
-1.2682913,3.5835357,6.6214294,2
3.8274549,-9.556610600000001,-5.4439116,3
-4.1816135,1.8808395,7.1653639,2
3.5049394,-1.0639996,3.6244101,1
3.1870342,2.8762915,-4.2458511,1
-3.1175306,-2.8789687,2.3893514,2
-1.8150328,-0.12140092,0.8743983400000001,2
5.5782069,2.7945804,-0.84904902,1
3.393323,-4.9568777,0.95100521,3
4.1549045,-6.9660107,-0.61232305,3
7.0606552,-5.2375683,-5.034736,3
-2.8721942,1.152734,12.888754,2
5.3162936,-7.7774589,-2.1680386,3
3.6553678,0.20247177,1.6838557,1
2.3980612,5.4102917,2.6525058,1
2.5846157,1.374249,2.1940247,1
3.5354652,-2.5969879,-2.2154182,1
-2.996348,-2.2290833,2.0916454,2
4.6450472,4.9285839,-3.2610884,1
3.6736926,2.6752545,3.1500462,1
3.0839519,4.385747,2.9572183,1
-3.1064459,0.1506036,5.6269737,2
-2.805195,1.8214132,11.269221,2
5.1258164,-4.4980243,-7.5664901,3
5.3760397,-5.190045,-2.9162618,3
4.3989034,3.8115316,-0.83185412,1
4.612094,-6.4425367,1.4465045,3
3.8503005,7.7702786,5.4406248,1
-2.3357804,2.3628543,1.8568281,2
-0.97637163,2.8687697,6.5914736,2
5.1580302,-6.6033134,-3.9290127,3
3.7193429,2.5521469,-2.1576887,1
5.5238826,-8.036550099999999,-4.0210549,3
3.5978894,8.173954500000001,6.8861524,1
-3.6323826,1.4970844,8.0245251,2
1.8363174,3.3920709,-1.3442714,1
3.6486781,0.72677269,-3.0201308,1
-1.3335936,3.4905337,-1.4621337,2
4.0838268,2.9832866,4.007287,1
-1.3309147,5.4316311,1.7002278,2
4.5255153,-2.1890175,-8.750750399999999,3
2.8552692,0.23948973,-3.804215,1
5.4436026,-9.9782472,-4.5722219,3
2.2770187,-1.4994842,4.344722,1
4.9270424,1.7654912,-4.5301326,1
4.7905913,-7.7076356,-4.5923511,3
5.6015677,-6.0781209,-10.323727,3
6.192519,-6.2119075,-1.0607238,3
4.883568,-9.5358717,-9.073097600000001,3
3.9498491,3.6821118,-3.3787179,1
2.9879121,1.743415,-4.0856209,1
-1.403243,3.0511499,6.7206619,2
3.379865,1.2265892,0.7301951800000001,1
-1.3580311,-1.6649028,0.21643791,2
-3.0266446,4.33793,10.103806,2
5.2317133,-8.007294699999999,-5.7972317,3
5.5701019,-4.3037348,-8.540387900000001,3
-0.61722414,3.5572729,4.2853273,2
-2.0241131,0.94487281,2.9666201,2
6.0339835,-4.4184895,-2.1587493,3
4.5395187,-5.4689704,-3.5511868,3
-3.0715821,3.2037563,4.3470858,2
3.9515252,-8.5068942,-0.76741872,3
-0.9156062,2.5535261,5.0787208,2
4.4945756,-7.8408927,-6.7078574,3
3.9632752,0.68082177,2.2470168,1
2.2463744,-1.2000807,-6.1166081,1
-0.45327026,1.0037649,-1.1445263,2
5.8219342,-3.6390809,-9.4938465,3
-3.0678413,2.2466996,8.3120998,2
2.5425303,0.64436271,2.7523013,1
4.567197,-6.0795699,-5.4256184,3
-1.7105608,3.0439914,1.083427,2
5.1641117,3.2368476,-2.8067933,1
-3.2060397,2.2833845,7.5283927,2
-3.1220844,-0.045331566,3.3910681,2
3.2692988,-6.9548448,-3.3892278,3
2.7602365,1.3755246,3.5621731,1
4.4513211,2.1909017,2.8609444,1
4.3477192,-7.1908308,-5.3912352,3
-3.6372205,0.7945014,8.179584800000001,2
-2.3327077,2.7691939,4.8200082,2
4.4256473,-4.8896125,-0.88634835,3
1.4800839,-1.4867892,0.9173861,1
-1.8027128,-2.9117704,4.108115,2
1.8496284,1.2927702,4.0216436,1
-2.5709415,2.0123906,3.6333086,2
-3.1238914,0.66301836,5.308941,2
4.4721675,-8.1177165,-0.5769345,3
5.2780513,-6.799461,-0.10125652,3
3.3048745,-6.7131144,-6.9397703,3
1.9153773,-0.95175627,-0.49500572,1
3.9714561,2.8148122,-0.81127624,1
4.4319309,-4.0683318,-7.1487175,3
1.9275674,0.66932409,0.5529625,1
3.8872075,3.0031811,3.2254031,1
0.88883173,0.91547268,-2.3601822,1
4.5799652,-5.751115,-0.35327943,3
4.7328577,-4.1139623,-6.6349002,3
-3.3751093,2.232371,9.5600767,2
4.111959,-5.9931373,-4.5388172,3
5.7740379,-6.9319132,-2.2570479,3
4.7591656,-4.1610853,-1.1043331,3
2.5505073,2.5285684,-1.2173391,1
3.3351399,-5.5748606,-2.3397038,3
3.4351128,2.4756653,1.9912689,1
3.3326368,1.9165559,-2.1511533,1
6.2234483,-4.7988465,-5.6693223,3
1.1544535,-0.52804655,2.5255118,1
-3.0923108,-1.7767708,2.0996901,2
3.0027349,1.5199524,1.7010478,1
4.9179682,-5.9270378,-3.2026129,3
-3.1050303,-0.8191209699999999,5.3166939,2
5.0287188,-7.6751318,-4.3202405,3
3.5981341,3.2753509,-0.084052312,1
2.6385416,3.2767497,3.8932752,1
2.5528788,0.05536139,-1.9499203,1
5.9622121,-3.7875484,-5.5905131,3
6.6155961,-3.2438534,-2.3830421,3
-2.9635829,-0.05770704,7.658885,2
-3.6930664,-1.5308613,2.6452305,2
6.1725263,-6.786679,-3.7233009,3
2.6046543,1.5501317,1.5787871,1
5.4033247,-2.402995,1.9424672,3
4.3438647,-8.7715833,-3.4042363,3
6.2050066,-4.0490212,-4.5563798,3
3.4536773,5.4911517,-2.1889996,1
-2.6623829,2.2879897,3.0948525,2
2.4994543,3.6254552,1.1056711,1
3.63379,1.4039491,-0.06689974899999999,1
-1.2588614,0.48215514,10.19066,2
4.0710724,-10.736193,-5.8272605,3
2.9689978,3.576983,9.920607499999999,1
5.1554672,-5.2246808,-1.1315529,3
-4.6032825,-0.054956798,6.5527169,2
4.3399464,-9.053056099999999,-0.54144453,3
-0.9053075,1.2199472,8.5256247,2
-2.0252496,3.5920673,6.9156447,2
-1.7491594,2.1104619,7.3674276,2
4.8935031,-4.5279968,-0.69333539,3
1.3276311,1.9115879,0.1422374,1
-0.97066989,4.6694006,1.6830051,2
-1.8028409,0.59844103,4.0634967,2
3.5203682,2.0408294,5.4299929,1
-2.8661298,2.2970808,4.1224436,2
4.2853168,8.656302500000001,1.8965922,1
0.17754001,3.6937602,2.274065,2
4.5814015,0.94937839,0.95934078,1
-1.56692,-1.3440788,2.4579695,2
5.676673,-4.658885,2.7050323,3
4.827568,-4.4556739,-1.7347145,3
3.9707884,-6.8069241,-0.69538215,3
-1.7983189,3.4898221,4.4752432,2
-2.1190202,0.65264649,2.6719439,2
3.6777472,4.8287918,-1.962224,1
-1.110425,4.854181,4.451422,2
3.1054395,1.116939,2.5933132,1
4.1215549,4.6352969,-1.7017094,1
-3.26025,1.1329885,5.2194729,2
1.0804496,1.1590387,6.7163084,1
-2.921947,2.3386929,2.2374609,2
5.0832517,-5.6056366,-5.874629,3
0.14465639,1.683302,4.1556704,2
-0.80436788,4.1369488,4.4459152,2
-1.8551809,4.6930596,5.1381602,2
4.2495393,-7.2719418,-1.3111579,3
2.0994646,2.3762238,4.955773,1
-2.7906997,1.7585935,-2.6959555,2
5.714603,-3.0422239,-4.3784698,3
5.7656158,-6.3993653,-5.3871015,3
-1.9934786,2.4123007,2.3670367,2
-1.12632,0.71675705,4.7501285,2
3.507484,-0.62341624,3.5815975,1
6.85332,-2.3136762,-4.200984,3
3.1760514,0.96873559,1.4899955,1
3.6573309,-6.6385812,-0.14675414,3
-2.0239206,2.2435046,7.0945685,2
6.212559,-5.3762097,-2.5117634,3
2.3370834,0.98152967,5.7236465,1
1.9847464,4.1880453,1.1283193,1
-1.241713,1.2117251,8.165824199999999,2
-3.2859489,-0.017745634,9.361865399999999,2
4.9047556,6.6682263,2.6244766,1
-1.0329063,2.6692472,4.5187172,2
-3.0567304,0.13336617,8.888755099999999,2
3.054585,2.9185992,5.0336821,1
-1.9203651,3.4812799,6.189695,2
-2.9451717,1.075191,4.841449,2
-2.6334522,4.5534391,3.7239878,2
-1.992499,1.3559366,5.9913563,2
1.7723017,-1.5426942,5.0262725,1
